jurirno,brkrNm,ldCodeNm,registDe,mnnmadr,estbsBeginDe,estbsEndDe,sttusSeCode,bsnmCmpnm,등록번호,거래완료,등록매물,총매물수,영업년수,일평균거래,구평균성사율,구평균매물수,지역권평균성사율,지역권평균매물수,보증보험유효,영업일수,거래성사율,지역권평균거래,trust_target,등록비율,규모지수,지역내백분위,지역중개사수,거래효율성,매물활용도,지역경쟁력,상대적성과,log_거래완료,log_총매물수,predicted_score,actual_grade,final_temperature,final_grade
11500-2022-00248,임종필,서울특별시 강서구,2022-10-05,서울특별시 강서구 내발산동 756,2025-10-05,2026-10-04,1,호박부동산공인중개사사무소,11500-2022-00248,27,7,34,0.1643835616438356,0.02333621432728071,7493.90625,7538.03125,7493.90625,7538.03125,1,1157,0.7941176237024229,7493.90625,35.856890854345494,0.20588234688581333,3.5553480614894135,0.21875,32,3.857142306122528,0.7941176237024229,0.8437499736328133,0.003602927378014246,3.332204510175204,3.5553480614894135,-13.665498824357403,C,0.0009449944852391514,D
11710-2016-00341,엄서영,서울특별시 송파구,2016-09-13,서울특별시 송파구 석촌동 268,2025-09-19,2026-09-18,1,좋은집공인중개사사무소,11710-2016-00341,3519,19,3538,0.2082191780821917,1.0442136495417764,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,3370,0.9946297340320437,3650.2727272727275,1448.8810285163793,0.005370265685310835,8.171599480345463,0.8636363636363636,22,185.21051656786753,0.9946297340320437,159.9545381838846,0.9640375560828727,8.166216268592143,8.171599480345463,1417.0900928008748,A,0.009429421888494325,A
11500-2024-00012,이재진,서울특별시 강서구,2024-01-25,서울특별시 강서구 화곡동 362-15,2025-01-25,2026-01-24,1,다모아부동산공인중개사사무소,11500202400012,492,20,512,0.8575342465753425,0.7235294107006921,7493.90625,7538.03125,7493.90625,7538.03125,1,680,0.960937498123169,7493.90625,233.863419050702,0.03906249992370606,6.240275845170769,0.46875,32,24.59999877000006,0.960937498123169,15.374999519531267,0.06565334333270403,6.20050917404269,6.240275845170769,267.0209683541219,B,0.0026094744060527458,B
11470-2024-00039,김샛별,서울특별시 양천구,2024-07-05,서울특별시 양천구 신월동 963-19,2025-07-08,2026-07-07,1,다인공인중개사사무소,11470-2024-00039,0,4,4,0.4082191780821917,0.0,2652.125,2692.5,2652.125,2692.5,1,518,0.0,2652.125,1.0,0.9999997500000625,1.6094379124341003,0.125,8,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,-10.341188967001969,D,0.0009647077513034266,D
92270000-131,이용식,서울특별시 광진구,1984-06-11,서울특별시 광진구 자양동 639-32,2025-06-24,2026-06-23,1,에덴부동산중개인사무소,92270000-131,60,12,72,0.4465753424657534,0.003959873283793567,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,15152,0.8333333217592594,1080.5,50.039598385615726,0.1666666643518519,4.290459441148391,0.2692307692307692,26,4.999999583333368,0.8333333217592594,2.3076922189349145,0.05552984724152721,4.110873864173311,4.290459441148391,-39.674507711870866,C,0.0007907602127831129,D
11545-2024-00075,정성우,서울특별시 금천구,2024-12-30,서울특별시 금천구 독산동 147-13,2024-12-30,2025-12-29,1,뉴스타공인중개사사무소,11545-2024-00075,960,17,977,0.9287671232876712,2.8235294034602076,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,340,0.9825997942859777,17257.85714285714,442.7132878631814,0.017400204690480855,6.885509670034818,0.6190476190476191,21,56.470584913495,0.9825997942859777,45.71428353741507,0.05562683663433312,6.8679744089702925,6.885509670034818,451.7484640890108,A,0.0037049144910832367,A
11620-2021-00085,김정수,서울특별시 관악구,2021-05-12,서울특별시 관악구 신림동 563-5,2025-05-13,2026-05-12,1,허브부동산공인중개사사무소,11620-2021-00085,450,30,480,0.5616438356164384,0.26978417250012937,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1668,0.937499998046875,15736.739130434782,211.82284166640756,0.06249999986979167,6.175867270105761,0.43478260869565216,69,14.999999500000015,0.937499998046875,6.521739035916826,0.02859550484007875,6.111467339502679,6.175867270105761,257.73903296663605,B,0.0025544322259502916,B
11620-2025-00006,유현아,서울특별시 관악구,2025-01-23,서울특별시 관악구 신림동 477-28,2025-01-24,2026-01-23,1,하임공인중개사사무소,11620-2025-00006,492,119,611,0.8602739726027397,1.5569620203893606,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,316,0.8052373145577131,15736.739130434782,237.526739640625,0.19476268380562572,6.416732282512326,0.4492753623188406,69,4.134453746769296,0.8052373145577131,7.1304346792690625,0.031264418625152765,6.20050917404269,6.416732282512326,364.88656775084235,B,0.0031898206078902875,B
11680-2022-00309,이현옥,서울특별시 강남구,2022-06-22,서울특별시 강남구 역삼동 828-78,2025-06-22,2026-06-21,1,강남엘공인중개사사무소,11680202200309,11180,317,11497,0.4520547945205479,8.858954034184663,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1262,0.9724275897214554,5373.442307692308,4590.76236803349,0.027572410191565415,9.349928386183237,0.8846153846153846,52,35.26813869000587,0.9724275897214554,214.9999958653847,2.0806029650517988,9.321971188147367,9.349928386183237,5231.397644967994,S,0.032048390291957836,S
11500-2024-00126,송하나,서울특별시 강서구,2024-11-05,서울특별시 강서구 마곡동 767-4,2025-11-06,2026-11-05,1,주식회사리버스부동산중개법인,11500-2024-00126,2,32,34,0.0767123287671232,0.0050632911264220475,7493.90625,7538.03125,7493.90625,7538.03125,1,395,0.05882352768166096,7493.90625,3.6153387417140492,0.9411764429065753,3.5553480614894135,0.03125,32,0.06249999804687507,0.05882352768166096,0.06249999804687507,0.00026688350948253677,1.0986122886681098,3.5553480614894135,-32.98546363705012,D,0.0008304264626878391,D
11620-2021-00145,이미경,서울특별시 관악구,2021-08-25,서울특별시 관악구 봉천동 49-1,2025-08-25,2026-08-24,1,동성공인중개사사무소,11620-2021-00145,75,9,84,0.2767123287671232,0.04798464488292729,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1563,0.8928571322278913,15736.739130434782,58.26556041566601,0.10714285586734695,4.442651256490317,0.30434782608695654,69,8.33333240740751,0.8928571322278913,1.0869565059861377,0.004765917473346458,4.330733340286331,4.442651256490317,36.329693794325536,C,0.0012414676108853957,C
11410-2025-00021,정영철,서울특별시 서대문구,2023-06-01,서울특별시 서대문구 창천동 506-26,2025-06-01,2026-05-31,1,집토스부동산중개홍대본점,11410-2025-00021,124236,190,124426,0.5095890410958904,135.3333331859114,18551.14285714286,18596.85714285714,18551.14285714286,18596.85714285714,1,918,0.998472987952691,18551.14285714286,51078.6875214977,0.0015270120392721215,11.731474477537695,1.0,7,653.8736807690859,0.998472987952691,17747.997464571792,6.6969458943855695,11.72994631071841,11.731474477537695,52995.73273367556,S,0.31529245790000804,S
9253-4175,유계숙,서울특별시 송파구,2003-11-14,서울특별시 송파구 방이동 43-2,2025-11-14,2026-11-13,1,트리움공인중개사사무소,9253-4175,2352,14,2366,0.0547945205479452,0.2919200694685466,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,8057,0.9940828398165331,3650.2727272727275,974.5416858891816,0.005917159760812697,7.769378609513984,0.8181818181818182,22,167.99998800000085,0.9940828398165331,106.90908604958699,0.6443354168533437,7.763446388727362,7.769378609513984,916.3079372765296,A,0.006459767344935582,A
11620-2021-00191,이도관,서울특별시 관악구,2021-11-02,서울특별시 관악구 봉천동 859-36,2025-11-02,2026-11-01,1,88공인중개사사무소,11620-2021-00191,48,10,58,0.0876712328767123,0.03212851403471987,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1494,0.8275861926278243,15736.739130434782,45.348870919181934,0.17241379013079672,4.07753744390572,0.2753623188405797,69,4.799999520000048,0.8275861926278243,0.695652163831128,0.0030501871829417336,3.8918202981106265,4.07753744390572,17.49234049328733,C,0.001129761490365832,C
11680-2018-00424,윤영현,서울특별시 강남구,2018-09-20,서울특별시 강남구 도곡동 907-45,2025-09-19,2026-09-18,1,강남OK공인중개사사무소,11680-2018-00424,610,12,622,0.2082191780821917,0.2316748954684106,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,2633,0.9807073939216923,5373.442307692308,276.73797077233485,0.01929260447059067,6.434546518787453,0.6153846153846154,52,50.83332909722258,0.9807073939216923,11.73076900517752,0.1135212709017529,6.415096959171596,6.434546518787453,331.6161821728983,B,0.0029925261344199965,B
11530-2025-00012,정호철,서울특별시 구로구,2025-02-04,서울특별시 구로구 구로동 1129-3,2025-02-04,2026-02-03,1,로얄공인중개사사무소,11530202500012,874,116,990,0.8301369863013699,2.8749999905427632,2139.5714285714284,2194.1428571428573,2139.5714285714284,2194.1428571428573,1,304,0.8828282819365371,2139.5714285714284,405.83484836352375,0.1171717170533619,6.898714534329988,0.5714285714285714,7,7.534482693668253,0.8828282819365371,124.8571250204107,0.40849302244378377,6.774223886357614,6.898714534329988,535.2089958918403,A,0.004199838171453978,A
11710-2018-00042,윤형준,서울특별시 송파구,2018-01-25,서울특별시 송파구 석촌동 230,2025-01-25,2026-01-24,1,로얄공인중개사사무소,11710-2018-00042,273,46,319,0.8575342465753425,0.09508881919362981,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,2871,0.8557993703579957,3650.2727272727275,136.82486930267615,0.14420062650720808,5.768320995793772,0.6363636363636364,22,5.934782479678642,0.8557993703579957,12.409090345041347,0.07478893231333454,5.6131281063880705,5.768320995793772,276.2310899710793,B,0.002664090728149703,B
11650-2016-00219,윤현진,서울특별시 강남구,2016-08-25,서울특별시 강남구 역삼동 698-26,2025-08-25,2026-08-24,1,까치공인중개사사무소,11650-2016-00219,2384,27,2411,0.2767123287671232,0.7034523456171577,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,3389,0.9888013268399829,5373.442307692308,991.2985632613711,0.011198672745251484,7.788211557847076,0.75,52,88.29629302606322,0.9888013268399829,45.84615296449706,0.4436634587373425,7.776954403322442,7.788211557847076,1074.295616675287,A,0.00739663944546316,A
11230-2017-00080,임민식,서울특별시 동대문구,2017-05-11,서울특별시 동대문구 이문동 85-53,2025-05-12,2026-05-11,1,비젼공인중개사사무소,11230-2017-00080,0,0,0,0.5643835616438356,0.0,1085.4615384615386,1119.1538461538462,1085.4615384615386,1119.1538461538462,1,3130,0.0,1085.4615384615386,1.0,0.0,0.0,0.15384615384615385,13,0.0,0.0,0.0,0.0,0.0,0.0,-8.586849117171084,D,0.0009751110439298213,D
11680-2021-00138,김민우,서울특별시 강남구,2021-03-10,서울특별시 강남구 논현동 123-8,2025-01-12,2026-01-11,1,더라움공인중개사사무소,11680-2021-00138,1280,521,1801,0.8931506849315068,0.7394569608668647,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1731,0.7107162683449659,5373.442307692308,541.7160576590177,0.2892837310997869,7.496652438168283,0.6923076923076923,52,2.4568138148621617,0.7107162683449659,24.615384142011845,0.23820856844957985,7.155396301896734,7.496652438168283,956.9266841395051,A,0.0067006378409080235,A
92260000-1933,박인숙,서울특별시 성동구,2005-06-30,서울특별시 성동구 하왕십리동 890,2025-06-30,2026-06-29,1,센트라스학사공인중개사사무소,922600001933,102,9,111,0.4301369863013699,0.01366742596627798,184.28571428571428,194.14285714285717,184.28571428571428,194.14285714285717,1,7463,0.9189189106403702,184.28571428571428,69.50424157887389,0.0810810803506209,4.718498871295094,0.5714285714285714,7,11.333332074074216,0.9189189106403702,14.571426489796215,0.553488369089598,4.634728988229636,4.718498871295094,62.60807841161749,C,0.0013972992902199274,C
11170-2022-00022,강경조,서울특별시 용산구,2022-02-09,서울특별시 용산구 원효로3가 240-1,2025-02-09,2026-02-08,1,성심공인중개사사무소,11170-2022-00022,16,9,25,0.8164383561643835,0.011469534041957323,506.6666666666667,517.6,506.6666666666667,517.6,1,1395,0.639999974400001,506.6666666666667,26.714694572419603,0.35999998560000057,3.258096538021482,0.3333333333333333,15,1.7777775802469358,0.639999974400001,1.0666665955555603,0.03157894730609418,2.833213344056216,3.258096538021482,44.57618711169357,C,0.0012903695856826154,C
11680-2021-00168,임태호,서울특별시 강남구,2021-03-31,서울특별시 강남구 논현동 254-26,2025-04-01,2026-03-31,1,강남ON공인중개사사무소,11680-2021-00168,65453,72,65525,0.6767123287671233,38.27660816475052,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1710,0.9989011827394292,5373.442307692308,26594.933117129687,0.001098817245309442,11.090202289425783,1.0,52,909.0694318184801,0.9989011827394292,1258.7115142555479,12.180832367758086,11.089102884825811,11.090202289425783,26312.7112214971,S,0.15706126855870914,S
11620-2025-00087,송유성,서울특별시 관악구,2025-07-03,서울특별시 관악구 남현동 1059-11,2025-07-04,2026-07-03,1,세로공인중개사사무소,11620-2025-00087,9,19,28,0.4191780821917808,0.05806451575442248,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,155,0.32142855994898,15736.739130434782,14.823501956013624,0.6785714043367356,3.367295829986474,0.18840579710144928,69,0.47368418559556913,0.32142855994898,0.13043478071833653,0.000571910096801575,2.302585092994046,3.367295829986474,20.71270951092045,D,0.001148858383854652,C
11215-2025-00047,은경수,서울특별시 광진구,2025-08-13,서울특별시 광진구 중곡동 139-2,2025-08-13,2026-08-12,1,The두꺼비부동산공인중개사사무소,11215202500047,36,7,43,0.3095890410958904,0.31578947091412746,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,114,0.8372092828555981,1080.5,43.674173194809214,0.16279069388858852,3.784189633918261,0.23076923076923078,26,5.14285640816337,0.8372092828555981,1.3846153313609488,0.033317908344916325,3.6109179126442243,3.784189633918261,9.537333715264737,C,0.0010825880402702307,D
11620-2025-00104,윤용길,서울특별시 관악구,2025-08-21,서울특별시 관악구 신림동 478-23,2025-08-26,2026-08-25,1,나우공인중개사사무소,11620-2025-00104,3104,93,3197,0.273972602739726,29.283018591669638,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,106,0.9709102280353737,15736.739130434782,1564.5574927577577,0.02908977165183304,8.0702808933939,0.6811594202898551,69,33.37634372713609,0.9709102280353737,44.985506594412946,0.1972454378302321,8.040768994367578,8.0702808933939,1462.5593444287676,A,0.009699056036195947,A
11620-2025-00011,신창욱,서울특별시 관악구,2025-01-31,서울특별시 관악구 신림동 1601-1,2025-02-03,2026-02-02,1,든든부동산공인중개사사무소,11620-2025-00011,1717,44,1761,0.8328767123287671,5.574675306575729,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,308,0.9750141959256023,15736.739130434782,772.7971789435254,0.02498580350653844,7.474204806496124,0.6231884057971014,69,39.02272638584713,0.9750141959256023,24.884057610375976,0.10910773735647826,7.4489161025442,7.474204806496124,854.6436629499646,A,0.006094096183515306,A
11620-2024-00025,최준영,서울특별시 관악구,2024-03-11,서울특별시 관악구 신림동 1516-7,2025-03-11,2026-03-10,1,대박공인중개사사무소,11620202400025,952,97,1049,0.7342465753424657,1.5015772846978277,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,634,0.9075309810223726,15736.739130434782,424.04170227764945,0.09246901802433839,6.956545443151569,0.5362318840579711,69,9.814432888511002,0.9075309810223726,13.797101249317373,0.06049537912834438,6.859614903654202,6.956545443151569,564.7519349814085,A,0.004375028765466967,A
11740-2024-00183,이원영,서울특별시 강동구,2023-05-01,서울특별시 강동구 성내동 553-14,2025-05-04,2026-05-03,1,인앤하우스공인중개사사무소,11740-2024-00183,6786,41,6827,0.5863013698630137,7.150684923971881,974.6666666666666,994.7777777777778,974.6666666666666,994.7777777777778,1,949,0.9939944337199363,974.6666666666666,2816.726682251317,0.006005566133586411,8.828787083914332,1.0,9,165.5121910850685,0.9939944337199363,753.9999162222316,6.962380293814247,8.822764296703758,8.828787083914332,2475.548758524057,S,0.015706116357654912,S
11500-2022-00288,정수영,서울특별시 강서구,2017-09-04,서울특별시 강서구 화곡동 1063-10,2025-09-05,2026-09-04,1,세명공인중개사사무소,11500-2022-00288,3264,85,3349,0.2465753424657534,1.0829462504701572,7493.90625,7538.03125,7493.90625,7538.03125,1,3014,0.9746192890490836,7493.90625,1346.668041176174,0.025380710652319883,8.116715624819111,0.6875,32,38.3999995482353,0.9746192890490836,101.99999681250011,0.43555388747549995,8.09101504171053,8.116715624819111,1534.0286731285485,A,0.010122871490395131,A
11560-2022-00169,김미희,서울특별시 영등포구,2022-11-15,서울특별시 영등포구 영등포동1가 29,2025-11-17,2026-11-16,1,세명공인중개사사무소,11560202200169,3410,39,3449,0.0465753424657534,3.0555555528176024,1880.3,1916.0,1880.3,1916.0,1,1116,0.9886923743146732,1880.3,1425.2163267576161,0.011307625395387757,8.146129510025405,0.9,10,87.43589519395141,0.9886923743146732,340.9999659000034,1.8135403915260646,8.134760782418645,8.146129510025405,1472.0512639076856,A,0.009755343428821086,A
